ExhibitionID,ExhibitionTitle,ExhibitionBeginDate,ExhibitionURL,DisplayName,Nationality,Gender
3697.0,Modern American Dance,3/28/1945,http://www.moma.org/calendar/exhibitions/3170,Barbara Morgan,American,Female
3700.0,Georges Rouault,4/4/1945,http://www.moma.org/calendar/exhibitions/3171,James Thrall Soby,American,Male
3703.0,Paul Strand: Photographs 1915–1945,4/25/1945,http://www.moma.org/calendar/exhibitions/2344,Nancy Newhall,American,Female
3705.0,Works from the Museum Collection of Dance and Theatre Design,5/2/1945,http://www.moma.org/calendar/exhibitions/3173,Christian Bérard,French,Male
3708.0,Tomorrow's Small House: Models and Plans,5/29/1945,http://www.moma.org/calendar/exhibitions/2346,Elizabeth Mock,American,Female
2742.0,The Museum Collection of Painting and Sculpture,6/20/1945,http://www.moma.org/calendar/exhibitions/2861,"Alfred H. Barr, Jr.",American,Male
3725.0,The Museum Collection of Photographs,6/20/1945,http://www.moma.org/calendar/exhibitions/2364,Berenice Abbott,American,Female
3729.0,Fourteen Paintings by Vincent van Gogh,8/3/1945,http://www.moma.org/calendar/exhibitions/2366,Vincent van Gogh,Dutch,Male
3732.0,Costume Carnival,9/19/1945,http://www.moma.org/calendar/exhibitions/3179,Salvador Dalí,Spanish,Male
3735.0,Stuart Davis,10/17/1945,http://www.moma.org/calendar/exhibitions/3181,James Johnson Sweeney,American,Male
3738.0,Portraits of Ondine: Dance and Theatre Design,11/28/1945,http://www.moma.org/calendar/exhibitions/3183,Christian Bérard,French,Male
3739.0,Museum of Modern Art Color Reproductions,11/28/1945,http://www.moma.org/calendar/exhibitions/3184,Paul Cézanne,French,Male
3740.0,Children's Holiday Circus of Modern Art,12/4/1945,http://www.moma.org/calendar/exhibitions/3185,Darrel Austin,American,Male
3741.0,If You Want to Build a House,1/8/1946,http://www.moma.org/calendar/exhibitions/3186,Elizabeth Mock,American,Female
3744.0,Arts of the South Seas,1/29/1946,http://www.moma.org/calendar/exhibitions/3188,René d'Harnoncourt,American,Male
3745.0,New Dormitories for Smith College,2/5/1946,http://www.moma.org/calendar/exhibitions/3189,Philip L. Goodwin,American,Male
3746.0,Architecture in Steel: An Experiment in Standarization by Konrad Wachsmann,2/5/1946,http://www.moma.org/calendar/exhibitions/2370,Konrad Wachsmann,American,Male
2707.0,Recent Acquisitions in Painting and Sculpture,2/6/1946,http://www.moma.org/calendar/exhibitions/2844,Georges Braque,French,Male
3751.0,The Photographs of Edward Weston,2/13/1946,http://www.moma.org/calendar/exhibitions/2374,Nancy Newhall,American,Female
2743.0,The Museum Collection of Painting,2/19/1946,http://www.moma.org/calendar/exhibitions/2862,Jean (Hans) Arp,French,Male
2833.0,The Museum Collection of Sculpture,2/19/1946,http://www.moma.org/calendar/exhibitions/2892,Aleksandr Archipenko,American,Male
89.0,New Furniture Designed by Charles Eames,3/12/1946,http://www.moma.org/calendar/exhibitions/2732,Charles Eames,American,Male
2625.0,Marc Chagall,4/9/1946,http://www.moma.org/calendar/exhibitions/2810,James Johnson Sweeney,American,Male
3753.0,Original Illustrations of Children's Books,4/16/1946,http://www.moma.org/calendar/exhibitions/3192,Boris Artzybasheff,Russian,Male
2720.0,Georgia O'Keeffe,5/14/1946,http://www.moma.org/calendar/exhibitions/2851,James Johnson Sweeney,American,Male
3755.0,A New Country House by Frank Lloyd Wright: Scale Model,6/18/1946,http://www.moma.org/calendar/exhibitions/2375,Frank Lloyd Wright,American,Male
3756.0,New Photographers,6/18/1946,http://www.moma.org/calendar/exhibitions/3194,Alfredo Boulton,Venezuelan,Male
3764.0,"Ballet Drawings by Franklin C. Watkins for ""Transcendence""; Model by Eugene Berman for ""The Island God""",6/18/1946,http://www.moma.org/calendar/exhibitions/2379,Franklin Chenault Watkins,American,Male
2732.0,"Paintings, Sculpture, and Graphic Arts from the Museum Collection",7/2/1946,http://www.moma.org/calendar/exhibitions/2856,"Alfred H. Barr, Jr.",American,Male
2589.0,Paintings from New York Private Collections,7/2/1946,http://www.moma.org/calendar/exhibitions/2793,Monroe Wheeler,American,Male
3761.0,Fourteen Americans,9/10/1946,http://www.moma.org/calendar/exhibitions/3196,Dorothy C. Miller,American,Female
2690.0,Recent Acquisitions in Painting and Sculpture,9/24/1946,http://www.moma.org/calendar/exhibitions/2837,Stuart Davis,American,Male
3766.0,Florine Stettheimer,10/1/1946,http://www.moma.org/calendar/exhibitions/3199,Monroe Wheeler,American,Male
3767.0,On Being a Cartoonist,10/15/1946,http://www.moma.org/calendar/exhibitions/3200,Robert Osborn,American,Male
3770.0,"Recent Acquisitions: 61 Lithographs by Toulouse-Lautrec and 31 Aquatints by Picasso for Buffon's ""Histoire Naturelle""",11/19/1946,http://www.moma.org/calendar/exhibitions/3203,Pablo Picasso,Spanish,Male
3768.0,Le Tricorne by Picasso,11/19/1946,http://www.moma.org/calendar/exhibitions/3201,Pablo Picasso,Spanish,Male
3771.0,Modern Rooms of the Last Fifty Years,11/26/1946,http://www.moma.org/calendar/exhibitions/3204,Alvar Aalto,Finnish,Male
2881.0,Henry Moore,12/17/1946,http://www.moma.org/calendar/exhibitions/2908,James Johnson Sweeney,American,Male
3775.0,46 Recent Lithographs by Picasso,1/28/1947,http://www.moma.org/calendar/exhibitions/3208,Pablo Picasso,Spanish,Male
3776.0,The Photographs of Henri Cartier Bresson,2/4/1947,http://www.moma.org/calendar/exhibitions/2703,Monroe Wheeler,American,Male
3778.0,Printed Textiles for the Home,3/12/1947,http://www.moma.org/calendar/exhibitions/3209,Marcel Breuer,American,Male
3779.0,Drawings in the Collection of The Museum of Modern Art,4/15/1947,http://www.moma.org/calendar/exhibitions/3210,Jean (Hans) Arp,French,Male
3769.0,Taliesin and Taliesin West,4/15/1947,http://www.moma.org/calendar/exhibitions/3202,Ezra Stoller,American,Male
3782.0,Alfred Stieglitz Exhibition: His Photographs,6/10/1947,http://www.moma.org/calendar/exhibitions/3213,James Johnson Sweeney,American,Male
3783.0,Alfred Stieglitz Exhibition: His Collection,6/10/1947,http://www.moma.org/calendar/exhibitions/3214,James Johnson Sweeney,American,Male
2784.0,New Acquisitions,8/5/1947,http://www.moma.org/calendar/exhibitions/2876,Juan Gris,Spanish,Male
103.0,Mies van der Rohe,9/16/1947,http://www.moma.org/calendar/exhibitions/2734,Philip Johnson,American,Male
3785.0,Ben Shahn,9/30/1947,http://www.moma.org/calendar/exhibitions/3216,James Thrall Soby,American,Male
3789.0,Three Young Photographers,9/30/1947,http://www.moma.org/calendar/exhibitions/2382,Edward Steichen,American,Male
3794.0,Music and Musicians,12/16/1947,http://www.moma.org/calendar/exhibitions/3223,Edward Steichen,American,Male
2882.0,New Acquisitions,1/13/1948,http://www.moma.org/calendar/exhibitions/2909,Dorothy C. Miller,American,Female
3784.0,Portraits of Gertrude Stein by Picasso,1/22/1948,http://www.moma.org/calendar/exhibitions/3215,Pablo Picasso,Spanish,Male
3817.0,Stage Designs for the Ballet Society,1/20/1948,http://www.moma.org/calendar/exhibitions/3233,Horace Armistead,American,Male
3810.0,Naum Gabo and Antoine Pevsner,2/10/1948,http://www.moma.org/calendar/exhibitions/3228,René d'Harnoncourt,American,Male
3815.0,Miró Mural,3/2/1948,http://www.moma.org/calendar/exhibitions/3231,Joan Miró,Spanish,Male
3814.0,In and Out of Focus: A Survey of Today's Photography,4/6/1948,http://www.moma.org/calendar/exhibitions/2396,Edward Steichen,American,Male
4001.0,Portraits in Prints,6/1/1948,http://www.moma.org/calendar/exhibitions/3370,William S. Lieberman,American,Male
3807.0,Loren MacIver Mural Paintings,7/8/1948,http://www.moma.org/calendar/exhibitions/3226,Loren MacIver,American,Female
3806.0,New York Private Collections,7/20/1948,http://www.moma.org/calendar/exhibitions/3225,James Thrall Soby,American,Male
3812.0,50 Photographs by 50 Photographers,7/27/1948,http://www.moma.org/calendar/exhibitions/2395,Edward Steichen,American,Male
3811.0,"Recent Acquisitions: Bequest of Mrs. John D. Rockefeller, Jr.",9/14/1948,http://www.moma.org/calendar/exhibitions/3229,Vincent van Gogh,Dutch,Male
3821.0,"Bonnard, Picasso",9/14/1948,http://www.moma.org/calendar/exhibitions/3235,Pierre Bonnard,French,Male
3827.0,Photo-Secession (American Photography 1902–1910),9/29/1948,http://www.moma.org/calendar/exhibitions/2400,Edward Steichen,American,Male
3828.0,Print Gift of Victor S. Riesenfeld and Matisse: Jazz: Gift of the Artist,10/1/1948,http://www.moma.org/calendar/exhibitions/3240,William S. Lieberman,American,Male
2921.0,Elie Nadelman,10/5/1948,http://www.moma.org/calendar/exhibitions/2921,Lincoln Kirstein,American,Male
3831.0,Recent Acquisitions,11/9/1948,http://www.moma.org/calendar/exhibitions/3243,Francis Bacon,British,Male
2708.0,Timeless Aspects of Modern Art,11/16/1948,http://www.moma.org/calendar/exhibitions/2845,René d'Harnoncourt,American,Male
3832.0,"Photographs by Bill Brandt, Harry Callahan, Ted Croner, Lisette Model",11/30/1948,http://www.moma.org/calendar/exhibitions/2401,Edward Steichen,American,Male
2721.0,American Paintings from the Museum Collection,12/23/1948,http://www.moma.org/calendar/exhibitions/2852,Dorothy C. Miller,American,Female
3835.0,Hidden Talent Competition,2/1/1949,http://www.moma.org/calendar/exhibitions/3246,Wallace K. Harrison,American,Male
3834.0,The Exact Instant,2/8/1949,http://www.moma.org/calendar/exhibitions/3245,Edward Steichen,American,Male
9.0,From Le Corbusier to Niemeyer: 1929–1949,2/15/1949,http://www.moma.org/calendar/exhibitions/2727,Jean (Hans) Arp,French,Male
3838.0,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,3/15/1949,http://www.moma.org/calendar/exhibitions/3249,"Alfred H. Barr, Jr.",American,Male
3843.0,Pictures for Children Aged 3–12 Years,3/18/1949,http://www.moma.org/calendar/exhibitions/3252,Paul Cézanne,French,Male
2834.0,Georges Braque,3/29/1949,http://www.moma.org/calendar/exhibitions/1963,William S. Lieberman,American,Male
3839.0,Frank Lloyd Wright: A New Theatre,4/5/1949,http://www.moma.org/calendar/exhibitions/3250,Frank Lloyd Wright,American,Male
3840.0,Roots of Photography,4/26/1949,http://www.moma.org/calendar/exhibitions/2402,Edward Steichen,American,Male
194.0,Lobmeyr Glass,4/26/1949,http://www.moma.org/calendar/exhibitions/2742,Philip Johnson,American,Male
2697.0,Recent Acquisitions,5/3/1949,http://www.moma.org/calendar/exhibitions/2839,Jankel Adler,Polish,Male
3846.0,Master Prints from the Museum Collection,5/10/1949,http://www.moma.org/calendar/exhibitions/2405,"Alfred H. Barr, Jr.",American,Male
2642.0,Twentieth Century Italian Art,6/28/1949,http://www.moma.org/calendar/exhibitions/2819,"Alfred H. Barr, Jr.",American,Male
158.0,Art Nouveau from the Museum Collection,7/12/1949,http://www.moma.org/calendar/exhibitions/1791,Emile Gallé,French,Male
3841.0,Realism in Photography,7/26/1949,http://www.moma.org/calendar/exhibitions/2403,Edward Steichen,American,Male
3844.0,"Prints by Gauguin, Vuillard, and Bonnard",7/26/1949,http://www.moma.org/calendar/exhibitions/2404,William S. Lieberman,American,Male
4004.0,Sculpture by Painters,8/3/1949,http://www.moma.org/calendar/exhibitions/3373,André Beaudin,French,Male
4003.0,Painting and Sculpture in Architecture,8/3/1949,http://www.moma.org/calendar/exhibitions/3372,Aino Aalto,Finnish,Female
167.0,Anni Albers Textiles,9/14/1949,http://www.moma.org/calendar/exhibitions/2736,Anni Albers,American,Female
3854.0,"Photographs by Margaret Bourke-White, Helen Levitt, Dorothea Lange, Tana Hoban, Esther Bubley, and Hazel-Frieda Larsen",10/11/1949,http://www.moma.org/calendar/exhibitions/3261,Edward Steichen,American,Male
2840.0,Recent Acquisitions,10/25/1949,http://www.moma.org/calendar/exhibitions/1966,André Bauchant,French,Male
336.0,Polio Poster Competition,10/31/1949,http://www.moma.org/calendar/exhibitions/1812,György Kepes,American,Male
169.0,Design Show: Christmas 1949,11/15/1949,http://www.moma.org/calendar/exhibitions/2737,Alexander Girard,American,Male
3857.0,Paintings from the Museum Collection,11/29/1949,http://www.moma.org/calendar/exhibitions/2406,José Clemente Orozco,Mexican,Male
3848.0,Roots of French Photography,11/29/1949,http://www.moma.org/calendar/exhibitions/3255,Edward Steichen,American,Male
3852.0,Percival Goodman War Memorial Model,1/17/1950,http://www.moma.org/calendar/exhibitions/3259,Peter Blake,British,Male
3851.0,Photographs of Picasso by Gjon Mili and by Robert Capa,1/24/1950,http://www.moma.org/calendar/exhibitions/3258,Edward Steichen,American,Male
2759.0,Recent Acquisitions,1/31/1950,http://www.moma.org/calendar/exhibitions/2871,Rudolf Belling,German,Male
3849.0,Mies van der Rohe,2/28/1950,http://www.moma.org/calendar/exhibitions/3256,Ludwig Mies van der Rohe,American,Male
2760.0,Recent Acquisitions,3/28/1950,http://www.moma.org/calendar/exhibitions/2872,Constantin Brancusi,French,Male
3860.0,"Photography Recent Acquisitions: Stieglitz, Atget",3/28/1950,http://www.moma.org/calendar/exhibitions/2407,Eugène Atget,French,Male
3863.0,Color Photography,5/9/1950,http://www.moma.org/calendar/exhibitions/2408,Edward Steichen,American,Male
235.0,Exhibition House by Gregory Ain,5/17/1950,http://www.moma.org/calendar/exhibitions/2746,Gregory Ain,American,Male
303.0,Posters from the Bernard Davis Collection,5/24/1950,http://www.moma.org/calendar/exhibitions/2758,Alexey Brodovitch,American,Male
3864.0,Edvard Munch,6/30/1950,http://www.moma.org/calendar/exhibitions/3268,Edvard Munch,Norwegian,Male
2918.0,Recent Acquisitions,7/25/1950,http://www.moma.org/calendar/exhibitions/2919,Max Beckmann,German,Male
2753.0,Painting and Sculpture from the Museum Collection,8/29/1950,http://www.moma.org/calendar/exhibitions/2868,Dorothy C. Miller,American,Female
4009.0,Recent Acquisitions: British Color Lithographs,9/12/1950,http://www.moma.org/calendar/exhibitions/3378,William S. Lieberman,American,Male
3868.0,Photographs by Lewis Carroll,9/26/1950,http://www.moma.org/calendar/exhibitions/2410,Edward Steichen,American,Male
3870.0,Matthew Nowicki 1910–1950,9/26/1950,http://www.moma.org/calendar/exhibitions/3272,Philip Johnson,American,Male
3869.0,Chaim Soutine,10/31/1950,http://www.moma.org/calendar/exhibitions/3271,Monroe Wheeler,American,Male
238.0,Good Design,11/21/1950,http://www.moma.org/calendar/exhibitions/1714,Serge Chermayeff,British,Male
3873.0,"New Talent Exhibition in the Penthouse: Bunce, Johnston, and Mundt",11/28/1950,http://www.moma.org/calendar/exhibitions/3274,Louis Bunce,American,Male
3875.0,Swiss Posters,1/30/1951,http://www.moma.org/calendar/exhibitions/3276,Donald Brun,Swiss,Male
2678.0,Recent Acquisitions,2/13/1951,http://www.moma.org/calendar/exhibitions/2832,Dorothy C. Miller,American,Female
3876.0,Korea - The Impact of War in Photographs,2/13/1951,http://www.moma.org/calendar/exhibitions/2412,Edward Steichen,American,Male
3879.0,Abstraction in Photography,5/1/1951,http://www.moma.org/calendar/exhibitions/2413,Edward Steichen,American,Male
3880.0,"New Talent Exhibition in the Penthouse: Di Spirito, Kriesberg, Mintz",5/8/1951,http://www.moma.org/calendar/exhibitions/3279,Irving Kriesberg,American,Male
3886.0,From the Alfred Stieglitz Collection: An Extended Loan from the Metropolitan Museum of Art,5/22/1951,http://www.moma.org/calendar/exhibitions/3283,Constantin Brancusi,French,Male
182.0,"Le Corbusier: Architecture, Painting, Design",7/3/1951,http://www.moma.org/calendar/exhibitions/1793,Arthur Drexler,American,Male
3885.0,"Some American Prints, 1949–50, from the Museum Collection",7/3/1951,http://www.moma.org/calendar/exhibitions/2415,William S. Lieberman,American,Male
4011.0,12 Photographers,7/12/1951,http://www.moma.org/calendar/exhibitions/3380,Edward Steichen,American,Male
4012.0,Modern Bible Illustration,7/18/1951,http://www.moma.org/calendar/exhibitions/3381,Monroe Wheeler,American,Male
3888.0,Forgotten Photographers,8/23/1951,http://www.moma.org/calendar/exhibitions/3285,Edward Steichen,American,Male
4014.0,Teaching Portfolios,8/23/1951,http://www.moma.org/calendar/exhibitions/3383,Carlus Dyer,American,Male
2976.0,8 Automobiles,8/28/1951,http://www.moma.org/calendar/exhibitions/2928,Philip Johnson,American,Male
3884.0,Prints by Max Beckmann,9/18/1951,http://www.moma.org/calendar/exhibitions/2414,William S. Lieberman,American,Male
2689.0,Henri Matisse,11/13/1951,http://www.moma.org/calendar/exhibitions/1900,"Alfred H. Barr, Jr.",American,Male
3883.0,Memorable Life Photographs,11/20/1951,http://www.moma.org/calendar/exhibitions/3282,Edward Steichen,American,Male
3882.0,Christmas Photographs,11/29/1951,http://www.moma.org/calendar/exhibitions/3281,Edward Steichen,American,Male
3900.0,Five French Photographers,12/18/1951,http://www.moma.org/calendar/exhibitions/2417,Edward Steichen,American,Male
3899.0,Frank Lloyd Wright: Buildings for Johnson's Wax,1/15/1952,http://www.moma.org/calendar/exhibitions/2416,Arthur Drexler,American,Male
2599.0,Masterworks Acquired through the Mrs. Simon Guggenheim Fund,1/29/1952,http://www.moma.org/calendar/exhibitions/2799,"Alfred H. Barr, Jr.",American,Male
3898.0,Picasso: His Graphic Art,2/13/1952,http://www.moma.org/calendar/exhibitions/3295,William S. Lieberman,American,Male
3890.0,Odilon Redon: Drawings and Lithographs,2/13/1952,http://www.moma.org/calendar/exhibitions/3287,William S. Lieberman,American,Male
302.0,Posters by Painters and Sculptors,3/4/1952,http://www.moma.org/calendar/exhibitions/2757,David Aronson,American,Male
3889.0,Recent Acquisitions: Sam A. Lewisohn Bequest,3/19/1952,http://www.moma.org/calendar/exhibitions/3286,Aristide Maillol,French,Male
3897.0,15 Americans,4/9/1952,http://www.moma.org/calendar/exhibitions/3294,Dorothy C. Miller,American,Female
2859.0,Recent Acquisitions,5/6/1952,http://www.moma.org/calendar/exhibitions/2899,Dorothy C. Miller,American,Female
3896.0,"New Talent Exhibition in the Penthouse: Elliott, Powers, Rogalski, Summers",5/13/1952,http://www.moma.org/calendar/exhibitions/3293,Philip Elliott,American,Male
3901.0,Diogenes with a Camera,5/20/1952,http://www.moma.org/calendar/exhibitions/3296,Edward Steichen,American,Male
3892.0,Understanding African Negro Sculpture,7/1/1952,http://www.moma.org/calendar/exhibitions/3289,Carlus Dyer,American,Male
3912.0,Then and Now,8/5/1952,http://www.moma.org/calendar/exhibitions/2418,Edward Steichen,American,Male
2643.0,Works from the Museum Collection,8/12/1952,http://www.moma.org/calendar/exhibitions/2820,Dorothy C. Miller,American,Female
3915.0,Two Houses: New Ways to Build,8/26/1952,http://www.moma.org/calendar/exhibitions/2420,Arthur Drexler,American,Male
3914.0,"Recent American Woodcuts and Prints by Marin, Hopper and Weber",9/9/1952,http://www.moma.org/calendar/exhibitions/2419,William S. Lieberman,American,Male
189.0,Olivetti: Design in Industry,10/21/1952,http://www.moma.org/calendar/exhibitions/2741,Leo Lionni,American,Male
3909.0,Diogenes with a Camera II,11/25/1952,http://www.moma.org/calendar/exhibitions/3303,Ansel Adams,American,Male
3919.0,New Acquisitions,2/11/1953,http://www.moma.org/calendar/exhibitions/3309,Kenneth Armitage,British,Male
3908.0,Always the Young Strangers,2/26/1953,http://www.moma.org/calendar/exhibitions/3302,Edward Steichen,American,Male
3906.0,Georges Rouault,3/31/1953,http://www.moma.org/calendar/exhibitions/3300,William S. Lieberman,American,Male
3923.0,Postwar European Photography,5/26/1953,http://www.moma.org/calendar/exhibitions/2423,Edward Steichen,American,Male
2650.0,"Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism",6/23/1953,http://www.moma.org/calendar/exhibitions/2824,"Alfred H. Barr, Jr.",American,Male
3922.0,Jacques Villon: His Graphic Art,9/8/1953,http://www.moma.org/calendar/exhibitions/3311,William S. Lieberman,American,Male
3924.0,Architecture for the State Department,10/6/1953,http://www.moma.org/calendar/exhibitions/2424,Arthur Drexler,American,Male
2682.0,Léger,10/20/1953,http://www.moma.org/calendar/exhibitions/2833,Katharine Kuh,American,Female
3928.0,Young American Printmakers,11/25/1953,http://www.moma.org/calendar/exhibitions/2425,Clinton Adams,American,Male
239.0,"Recent Acquisitions, 1946–1953: Department of Architecture and Design",12/22/1953,http://www.moma.org/calendar/exhibitions/1796,Philip Johnson,American,Male
3931.0,Ancient Arts of the Andes,1/25/1954,http://www.moma.org/calendar/exhibitions/3317,René d'Harnoncourt,American,Male
3937.0,Faces and Figures: Drawings from the Collection of The Museum of Modern Art,4/21/1954,http://www.moma.org/calendar/exhibitions/3321,Dorothy C. Miller,American,Female
259.0,Japanese Pottery by Kitaoji Rosanjin,4/29/1954,http://www.moma.org/calendar/exhibitions/2749,Kitaoji Rosanjin,Japanese,Male
11267.0,Japanese Exhibition House,6/16/1954,http://www.moma.org/calendar/exhibitions/2711,Arthur Drexler,American,Male
2455.0,Niles Spencer: A Retrospective Exhibition,6/22/1954,http://www.moma.org/calendar/exhibitions/2785,Dorothy C. Miller,American,Female
2761.0,Sculpture by Constantin Brancusi,7/7/1954,http://www.moma.org/calendar/exhibitions/2873,Constantin Brancusi,French,Male
3934.0,Prints by Paul Klee,7/7/1954,http://www.moma.org/calendar/exhibitions/2426,William S. Lieberman,American,Male
2648.0,The Modern Movement in Italy: Architecture and Design,8/18/1954,http://www.moma.org/calendar/exhibitions/1877,Ada Louise Huxtable,American,Female
3941.0,American Prints of the 20th Century,9/8/1954,http://www.moma.org/calendar/exhibitions/2430,William S. Lieberman,American,Male
2600.0,XXVth Anniversary Exhibition: Paintings from the Museum Collection,10/19/1954,http://www.moma.org/calendar/exhibitions/2800,"Alfred H. Barr, Jr.",American,Male
3935.0,Modern Masterprints of Europe,12/7/1954,http://www.moma.org/calendar/exhibitions/2427,William S. Lieberman,American,Male
3939.0,The Family of Man,1/24/1955,http://www.moma.org/calendar/exhibitions/2429,Edward Steichen,American,Male
197.0,Good Design: 5th Anniversary,2/8/1955,http://www.moma.org/calendar/exhibitions/1718,"Alfred H. Barr, Jr.",American,Male
3942.0,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon,2/25/1955,http://www.moma.org/calendar/exhibitions/3323,René d'Harnoncourt,American,Male
2750.0,Painting and Sculpture from the Museum Collection: New Acquisitions,3/5/1955,http://www.moma.org/calendar/exhibitions/2865,"Alfred H. Barr, Jr.",American,Male
2709.0,Picasso: 12 Masterworks,3/15/1955,http://www.moma.org/calendar/exhibitions/2846,"Alfred H. Barr, Jr.",American,Male
3946.0,Prints from Europe and Japan; Etchings by Matisse,5/4/1955,http://www.moma.org/calendar/exhibitions/2432,William S. Lieberman,American,Male
2639.0,Paintings from Private Collections,5/31/1955,http://www.moma.org/calendar/exhibitions/2818,"Alfred H. Barr, Jr.",American,Male
2683.0,Léger Memorial,8/19/1955,http://www.moma.org/calendar/exhibitions/2834,Fernand Léger,French,Male
2841.0,Giorgio de Chirico,9/6/1955,http://www.moma.org/calendar/exhibitions/1967,James Thrall Soby,American,Male
3945.0,Yves Tanguy,9/6/1955,http://www.moma.org/calendar/exhibitions/3325,James Thrall Soby,American,Male
3949.0,Glass from the Museum of Modern Art Collection,10/25/1955,http://www.moma.org/calendar/exhibitions/2433,Arthur Drexler,American,Male
3944.0,Prints by Nolde and Kirchner,11/8/1955,http://www.moma.org/calendar/exhibitions/2431,William S. Lieberman,American,Male
3963.0,Recent Acquisitions,11/30/1955,http://www.moma.org/calendar/exhibitions/2437,"Alfred H. Barr, Jr.",American,Male
3956.0,Diogenes with a Camera III,1/17/1956,http://www.moma.org/calendar/exhibitions/3332,Edward Steichen,American,Male
3960.0,Toulouse-Lautrec,3/21/1956,http://www.moma.org/calendar/exhibitions/3336,William S. Lieberman,American,Male
3958.0,Matisse Maquette: The Sheaf,3/28/1956,http://www.moma.org/calendar/exhibitions/3334,Henri Matisse,French,Male
3959.0,Diogenes with a Camera IV,4/4/1956,http://www.moma.org/calendar/exhibitions/3335,Edward Steichen,American,Male
3970.0,Recent Drawings U.S.A.,4/25/1956,http://www.moma.org/calendar/exhibitions/3344,William S. Lieberman,American,Male
3954.0,Twelve Americans,5/30/1956,http://www.moma.org/calendar/exhibitions/3331,Dorothy C. Miller,American,Female
3953.0,Renoir's Reclining Nude,6/24/1956,http://www.moma.org/calendar/exhibitions/3330,Paul Cézanne,French,Male
3955.0,Prints of Henri Matisse,6/27/1956,http://www.moma.org/calendar/exhibitions/2435,William S. Lieberman,American,Male
3966.0,Language of the Wall: Parisian Graffiti Photographed by Brassaï,10/24/1956,http://www.moma.org/calendar/exhibitions/3340,Edward Steichen,American,Male
2836.0,Recent European Acquisitions,11/28/1956,http://www.moma.org/calendar/exhibitions/2894,"Alfred H. Barr, Jr.",American,Male
3971.0,Balthus,12/19/1956,http://www.moma.org/calendar/exhibitions/3345,James Thrall Soby,American,Male
3981.0,Drawings Recently Acquired for the Museum Collection,1/29/1957,http://www.moma.org/calendar/exhibitions/3353,Dorothy C. Miller,American,Female
3974.0,The Graphic Work of Edvard Munch,2/6/1957,http://www.moma.org/calendar/exhibitions/2438,William S. Lieberman,American,Male
3976.0,Buildings for Business and Government,2/27/1957,http://www.moma.org/calendar/exhibitions/3349,Arthur Drexler,American,Male
2938.0,Recent American Acquisitions,3/14/1957,http://www.moma.org/calendar/exhibitions/2923,Dorothy C. Miller,American,Female
2710.0,Picasso: 75th Anniversary,5/4/1957,http://www.moma.org/calendar/exhibitions/2847,"Alfred H. Barr, Jr.",American,Male
2768.0,Matta,9/11/1957,http://www.moma.org/calendar/exhibitions/1932,William S. Rubin,American,Male
2632.0,German Art of the 20th Century,10/2/1957,http://www.moma.org/calendar/exhibitions/2815,William S. Lieberman,American,Male
2825.0,Recent Acquisitions,11/13/1957,http://www.moma.org/calendar/exhibitions/2888,"Alfred H. Barr, Jr.",American,Male
3977.0,70 Photographers Look at New York,11/27/1957,http://www.moma.org/calendar/exhibitions/2439,Edward Steichen,American,Male
2627.0,Chagall,12/18/1957,http://www.moma.org/calendar/exhibitions/2812,Marc Chagall,French,Male
2835.0,"Three Painters as Printmakers: Braque, Miró, Morandi",1/29/1958,http://www.moma.org/calendar/exhibitions/2893,William S. Lieberman,American,Male
2669.0,Juan Gris,4/8/1958,http://www.moma.org/calendar/exhibitions/1887,James Thrall Soby,American,Male
3987.0,50 Selections from the Collection of Mr. and Mrs. Walter Bareiss,4/23/1958,http://www.moma.org/calendar/exhibitions/3357,William S. Lieberman,American,Male
2657.0,Jean Arp: A Retrospective,10/8/1958,http://www.moma.org/calendar/exhibitions/2829,James Thrall Soby,American,Male
3982.0,Philip L. Goodwin Collection,10/8/1958,http://www.moma.org/calendar/exhibitions/3354,Constantin Brancusi,French,Male
2590.0,Works of Art: Given or Promised,10/8/1958,http://www.moma.org/calendar/exhibitions/2794,"Alfred H. Barr, Jr.",American,Male
2734.0,Second Floor Permanent Collection,10/8/1958,http://www.moma.org/calendar/exhibitions/2858,Milton Avery,American,Male
3988.0,Photographs from the Museum Collection,11/26/1958,http://www.moma.org/calendar/exhibitions/2442,Edward Steichen,American,Male
3985.0,Ten European Artists,12/31/1958,http://www.moma.org/calendar/exhibitions/3356,William S. Lieberman,American,Male
2870.0,Recent Acquisitions: Painting and Sculpture,1/30/1959,http://www.moma.org/calendar/exhibitions/2900,John Randall Bratby,British,Male
3984.0,Architecture and Imagery: Four New Buildings,2/11/1959,http://www.moma.org/calendar/exhibitions/2440,Arthur Drexler,American,Male
2770.0,Joan Miró,3/19/1959,http://www.moma.org/calendar/exhibitions/1933,William S. Lieberman,American,Male
3989.0,American Acquisitions: Recent Additions of Prints to the Museum Collection,4/2/1959,http://www.moma.org/calendar/exhibitions/3358,William S. Lieberman,American,Male
3990.0,Recent Sculpture U.S.A.,5/13/1959,http://www.moma.org/calendar/exhibitions/3359,Dorothy C. Miller,American,Female
